,logFC,AveExpr,t,P.Value,adj.P.Val,B
SAA2,1.437237722,0.499693508,3.062389581,0.002729841,0.004528187,-2.514613776
EIF3J,0.215841574,5.796052098,3.06018783,0.00274846,0.004557599,-3.375881949
SNX12,0.185969194,3.563144163,3.055421055,0.002789173,0.004621629,-3.118016113
DMGDH,0.946652075,-0.113275265,3.054049287,0.002800992,0.004639218,-2.44825481
DFFB,0.279150485,2.252988942,3.051181143,0.002825854,0.004678887,-2.839570029
CCDC56,0.341650066,5.548364302,3.050038933,0.002835811,0.00469487,-3.396120896
IFNAR2,0.259067139,5.144527324,3.047950383,0.002854103,0.004723123,-3.378583742
TIGD6,0.215619082,2.741641342,3.046983477,0.002862608,0.004736689,-2.955490176
TMEM106A,0.319601602,3.160716532,3.046769517,0.002864493,0.0047393,-3.050846767
ARID1A,0.29379356,7.010035959,3.046393417,0.00286781,0.004744278,-3.390405226
NADSYN1,0.197475402,5.267024792,3.044774836,0.002882124,0.004766934,-3.395948337
ZNF420,0.294859581,2.649264504,3.044082601,0.002888266,0.00477658,-2.943422435
JAKMIP1,0.827309212,-0.362590866,3.042806856,0.002899616,0.004794323,-2.445215929
MED29,0.178209976,6.168851294,3.042527909,0.002902104,0.004797406,-3.430128241
CHUK,0.198588279,4.992132855,3.040929001,0.0029164,0.004820521,-3.386467193
CLDN1,0.798213751,5.574575086,3.040536635,0.002919918,0.004824784,-3.424245042
MORC4,0.235829489,4.705317668,3.038796551,0.002935567,0.004850122,-3.364640137
APLP1,0.786766987,2.239523303,3.037157637,0.002950377,0.004874069,-2.876514979
RNF215,0.279880938,3.237332781,3.036563953,0.002955759,0.004882437,-3.097375713
ADORA3,0.672137579,2.411240815,3.033530896,0.002983397,0.004924922,-2.922317083
CLPTM1,0.240834631,7.103418606,3.031747328,0.002999761,0.004949954,-3.427148682
COPS5,0.243469825,5.483996399,3.031020496,0.003006453,0.004959381,-3.447093459
FAM78B,0.556694299,-0.767120019,3.031012737,0.003006524,0.004959381,-2.424365639
HSF4,0.624669462,1.670352157,3.030716539,0.003009255,0.004963355,-2.787549784
CSK,0.220104062,6.092567432,3.029998096,0.003015889,0.004973765,-3.465786468
RBM4B,0.220843951,3.440638009,3.029278051,0.003022552,0.004983686,-3.164515435
SCYL2,0.225213402,5.606055447,3.027259568,0.003041301,0.005012859,-3.463123458
BCL10,0.323645598,4.900319691,3.024717588,0.003065066,0.005049462,-3.424200324
INHBB,0.6617207,3.915364898,3.022816931,0.003082947,0.005077834,-3.28544559
CENPQ,0.350708729,2.446434459,3.021667576,0.003093807,0.005094632,-2.963165014
RELB,0.407074127,4.610189626,3.018941857,0.003119702,0.005134531,-3.409707633
KLC3,0.70441304,1.360552192,3.017740949,0.003131175,0.005152862,-2.773494397
HDX,0.421756736,1.023188801,3.017076884,0.003137535,0.005162779,-2.722918759
ZNF254,0.315995612,4.166621549,3.01666658,0.003141471,0.005168703,-3.350588191
SNX27,0.258393443,5.912135442,3.015764886,0.003150137,0.005182408,-3.504278816
TMEM154,0.419122637,3.200323174,3.011965009,0.0031869,0.005240649,-3.15820994
GIYD2,0.341472203,4.391001353,3.00952409,0.003210723,0.005279262,-3.406928918
TBX6,0.484532585,0.592007883,3.009102159,0.003214858,0.005285496,-2.678576549
RABL5,0.312696459,4.498913284,3.008915511,0.003216688,0.005287908,-3.423750593
GPR132,0.515168723,2.876732379,3.00888265,0.003217011,0.005287908,-3.09310325
CHCHD10,0.341347875,4.132995928,3.008498344,0.003220783,0.005293544,-3.367591462
CNOT7,0.233535645,6.131285002,3.00759066,0.00322971,0.005307083,-3.528939222
CACNA1I,0.938355407,-1.11019449,3.004846279,0.003256838,0.00534995,-2.453691692
HAUS7,0.212839781,3.363713251,3.002580024,0.003279399,0.005385862,-3.222082099
ENSA,0.237148675,7.686457129,3.001598757,0.003289212,0.005400827,-3.481073385
PAM,0.335426042,7.826735094,3.00124634,0.003292743,0.005405473,-3.474395335
THOC2,0.246297834,5.90688567,3.000948072,0.003295734,0.005409807,-3.545835864
MOXD1,0.537789712,5.230272223,2.999432561,0.003310972,0.005432503,-3.521480293
CPT1C,0.63953177,1.124810344,2.998168746,0.003323728,0.005452272,-2.791537899
HBS1L,0.208449759,5.303158358,2.99548804,0.003350935,0.005493979,-3.537186978
DNTTIP2,0.226795505,6.058804591,2.993457246,0.003371683,0.005523686,-3.568503206
USP42,0.262581923,4.084591128,2.992863332,0.003377773,0.005532683,-3.402551549
OSR2,0.713543527,1.206198099,2.989190008,0.003415666,0.005592968,-2.829173629
PLEKHG3,0.426709401,4.614104761,2.98781049,0.003429998,0.005614646,-3.497532321
DOM3Z,0.245240606,3.503889234,2.986426932,0.003444428,0.005637068,-3.299122359
KIAA0776,0.187245647,5.42222097,2.986255489,0.00344622,0.005639402,-3.569791111
HSCB,0.295965271,3.201346693,2.986198671,0.003446814,0.005639775,-3.230566368
ACOT13,0.290203734,5.08128494,2.981835895,0.003492711,0.005712447,-3.559938318
CREB3,0.226794435,5.637999833,2.981041241,0.003501131,0.005724505,-3.594095804
HNRNPUL1,0.191376956,8.163412977,2.98014991,0.003510598,0.005738048,-3.514504818
09-Mar,0.343588389,4.526422959,2.97797309,0.003533817,0.00577355,-3.513969166
NT5M,0.443263591,0.500798921,2.977137713,0.003542766,0.005787556,-2.753503041
GOLGA1,0.19845591,4.599380899,2.976806832,0.003546316,0.005792742,-3.52643995
ANKH,0.336748168,5.898764238,2.973668111,0.003580155,0.005846777,-3.62190821
ZNF335,0.268639224,4.449537857,2.972002878,0.003598228,0.005875048,-3.52019295
STK25,0.163828005,6.223914703,2.97195745,0.003598723,0.005875232,-3.627983894
TCTE3,0.39453089,0.141725187,2.970774136,0.003611618,0.005895661,-2.717377633
ATPAF1,0.188849914,5.469224933,2.970524372,0.003614346,0.005898239,-3.616029665
DDI2,0.382484726,1.996597438,2.969403168,0.003626612,0.005915751,-3.017986284
RPUSD3,0.213470029,4.140342278,2.966746882,0.003655827,0.005959827,-3.485502338
EIF5A2,0.389589293,2.577109428,2.964686443,0.003678638,0.005994904,-3.150126812
ITGB3,0.71019257,3.150859353,2.964136028,0.003684753,0.006004235,-3.28027907
ZCRB1,0.218927479,5.222501263,2.962678184,0.003700997,0.006030066,-3.623458207
GPT,0.842427408,-0.766252787,2.961295827,0.00371646,0.00605462,-2.617614803
TMCC1,0.218912745,5.209650989,2.961071971,0.00371897,0.006058068,-3.627052668
ZNF827,0.362641227,2.89135309,2.960026765,0.003730708,0.006076547,-3.232512314
GADD45A,0.535848601,4.90671483,2.959131221,0.003740793,0.006091685,-3.608235121
MAGED2,0.259595476,7.522076622,2.957891467,0.003754795,0.006113841,-3.611763384
SMAD5,0.178123998,6.016905222,2.956359578,0.003772164,0.006140825,-3.671500398
COPS3,0.228673122,5.534865657,2.954238429,0.003796336,0.00617626,-3.664296722
KDELC1,0.452477764,2.196336874,2.952521688,0.003816003,0.006206946,-3.10397511
SOX15,0.663988144,0.061794032,2.951988296,0.003822133,0.006216261,-2.757372185
MRPS28,0.313131635,3.727777809,2.951511692,0.003827618,0.006223867,-3.445381742
SNRPB2,0.235119851,5.37644982,2.949024466,0.003856359,0.00626994,-3.670713564
ZNF616,0.225061912,2.993657874,2.948765231,0.003859366,0.006274167,-3.286810392
TMEM199,0.177911384,4.440472194,2.94800021,0.003868252,0.006287287,-3.585438768
DHX29,0.232997714,5.380731549,2.94753981,0.003873609,0.006294666,-3.675052685
C1orf86,0.310724375,4.458572125,2.945982658,0.003891779,0.006323525,-3.593520147
ZNF229,0.731829711,1.618464403,2.945655868,0.003895602,0.006328748,-3.01539922
PEX26,0.220646313,4.207190405,2.945637657,0.003895815,0.006328748,-3.555648867
PIGG,0.164515586,4.962990769,2.944417727,0.003910117,0.006350644,-3.653959857
FAM86D,0.345091807,2.717242828,2.940500855,0.003956367,0.006423729,-3.247472375
ERI1,0.286842049,4.181734012,2.940125864,0.003960821,0.006429606,-3.566431696
ABL2,0.324465071,5.367016185,2.939619485,0.003966843,0.006438703,-3.696135152
PELO,0.253509488,4.999592619,2.938619337,0.003978762,0.006457369,-3.673089687
ALG14,0.277370065,3.111003576,2.936658112,0.004002229,0.006493404,-3.346954574
KIF21A,0.489738014,4.52704975,2.936590971,0.004003035,0.006494028,-3.628632524
CSNK1E,0.236743731,6.503457113,2.93647855,0.004004384,0.006494849,-3.719993904
HAUS1,0.32074175,3.707116894,2.93318465,0.004044105,0.006557203,-3.491431764
TMEM184C,0.152381698,4.815523974,2.93285893,0.004048052,0.006562222,-3.672021522
IGFBP5,0.557140366,8.268762106,2.931628747,0.004062993,0.006585057,-3.642789012
SNHG12,0.498568185,2.954210166,2.931118478,0.004069205,0.006593738,-3.326382528
SH3BP4,0.306490641,6.222625018,2.930027976,0.00408251,0.006613212,-3.743918442
MRPL49,0.234109249,6.160080799,2.929420852,0.004089935,0.006624543,-3.746044055
RPL27,0.411947248,8.55609865,2.928586195,0.004100163,0.006640129,-3.634617693
ETV7,0.475265656,2.79280782,2.92856523,0.00410042,0.006640129,-3.29702258
CCDC6,0.247060831,6.636410326,2.928351773,0.00410304,0.006643673,-3.737469848
SLC35B4,0.206070341,4.231599173,2.92762324,0.004111992,0.006656071,-3.609352587
SCML2,0.637113837,-0.118645112,2.927439137,0.004114257,0.006659038,-2.798465554
FCRLB,0.575116291,-0.139755918,2.927240012,0.004116708,0.006662306,-2.796003593
ATP6V0E2,0.344552257,4.958708106,2.926321826,0.004128028,0.006679223,-3.703376237
CHI3L1,0.842692966,6.149866019,2.925899855,0.004133241,0.006686954,-3.75575571
DNAJC4,0.225948922,4.874494909,2.925351205,0.004140026,0.006697229,-3.698368473
UNC13A,0.879095368,-0.649613551,2.924515191,0.004150386,0.006713283,-2.733332778
RG9MTD1,0.247163158,4.427637838,2.921461919,0.004188424,0.006772677,-3.656622779
MAP4K3,0.212712068,5.23375871,2.921326587,0.004190117,0.006774182,-3.738215936
SUPT4H1,0.227962147,6.006309215,2.920562351,0.004199692,0.00678876,-3.770008186
METTL4,0.241815997,3.379070401,2.919090032,0.004218194,0.00681438,-3.45677435
GRAMD1A,0.30255439,6.579682003,2.918722115,0.004222829,0.006821153,-3.766079936
S100B,0.862118796,2.06976802,2.917792214,0.004234565,0.006838676,-3.17403128
LDHB,0.430835299,8.310055183,2.916837014,0.004246652,0.006856759,-3.680986035
SPRYD4,0.274255381,3.586289483,2.915467001,0.004264043,0.006883396,-3.513559842
ERBB2IP,0.207135837,6.606879047,2.914811928,0.004272381,0.006896134,-3.775740992
GRM5,1.250678873,-1.314910446,2.914235383,0.004279733,0.006907277,-2.676434312
TBC1D3H,0.609530984,-1.20702974,2.91132298,0.004317046,0.00696458,-2.697565077
POMP,0.23291228,6.075416441,2.911123284,0.004319615,0.006967996,-3.796265451
BET1L,0.176798094,6.420903491,2.910872783,0.00432284,0.006972469,-3.792675734
LTB,0.705738471,3.305461924,2.909826559,0.004336333,0.006992769,-3.465202335
COL9A2,0.691126685,2.916623795,2.903797694,0.004414845,0.007117887,-3.392510978
ZSWIM3,0.229451548,2.507273829,2.902415869,0.004433023,0.007146447,-3.305961923
SMARCE1,0.151014701,6.983006593,2.895682596,0.004522586,0.007285496,-3.810812661
ZC3H18,0.197106152,5.430711096,2.894875706,0.00453343,0.007301438,-3.822088318
RAD21,0.232996466,7.746671091,2.893700365,0.004549268,0.007323884,-3.77574108
PIK3CB,0.242631919,5.468625565,2.89342277,0.004553016,0.007329152,-3.827964336
DGKZ,0.214045706,5.002608259,2.890743969,0.00458933,0.007385294,-3.804278036
UBE4B,0.215068206,5.77620796,2.887681664,0.004631169,0.007450288,-3.855425316
SFXN2,0.358770042,3.390537589,2.885580646,0.004660076,0.007495227,-3.550601722
LRRC47,0.141348544,5.66802445,2.884612012,0.004673459,0.007515968,-3.860359831
EIF2A,0.196410099,6.388989827,2.884333286,0.004677316,0.007521386,-3.865712452
CEBPZ,0.188654235,5.829361903,2.884288131,0.004677941,0.007521607,-3.86597494
ZG16B,1.176593518,0.085051553,2.88391512,0.004683109,0.00752913,-2.945633298
PTDSS1,0.208803605,6.310039145,2.883338477,0.004691108,0.007541203,-3.870071288
SEC23B,0.246905456,6.433884766,2.880500488,0.004730657,0.007603988,-3.874927426
KLHL7,0.25770713,4.946416236,2.880426941,0.004731686,0.007604848,-3.827383539
ZMAT2,0.16458837,6.32211764,2.876897627,0.004781306,0.007682195,-3.887290222
STRADA,0.151314188,4.68606556,2.876723136,0.004783772,0.007685355,-3.811330097
CTCF,0.158234308,5.940087195,2.876122733,0.004792264,0.007697586,-3.890191955
AKR1E2,0.635139251,-0.135404153,2.876114293,0.004792384,0.007697586,-2.934706772
ANGEL2,0.195821223,4.761818634,2.876016498,0.004793769,0.007699007,-3.821484564
CD320,0.330606538,4.840034395,2.874899113,0.004809615,0.007723653,-3.832443847
C1orf151,0.215580624,5.489498142,2.873302748,0.004832338,0.007758525,-3.883506848
PWWP2A,0.189016964,4.357281867,2.871979937,0.004851241,0.007786442,-3.780878992
BAG2,0.438306387,3.718347718,2.871738807,0.004854695,0.007791173,-3.661166067
DDX19A,0.169964466,5.371921907,2.868365805,0.004903235,0.007866114,-3.890681163
OSBPL10,0.279782195,4.509404887,2.86835215,0.004903432,0.007866114,-3.812226144
RBM38,0.353547327,5.041241038,2.868187529,0.004905813,0.007869114,-3.868526858
GLI4,0.3651644,2.127517875,2.867709583,0.00491273,0.007878569,-3.321082012
ZNF513,0.244453487,3.919844588,2.866038599,0.004936984,0.007915818,-3.718636374
MRPS18B,0.251672735,5.935028508,2.864775016,0.004955398,0.007944515,-3.920747851
C17orf37,0.265172336,5.129583844,2.864674772,0.004956861,0.007946035,-3.884878258
C11orf17,0.215320606,4.028201974,2.864019435,0.004966438,0.007959731,-3.745503766
PLUNC,2.272039219,1.518322539,2.859188669,0.005037561,0.008067846,-3.233380894
DUSP10,0.342888718,4.117430637,2.858709238,0.00504467,0.008077601,-3.776547393
TTC26,0.433959165,2.553836308,2.858707206,0.0050447,0.008077601,-3.434005701
POMGNT1,0.212503404,6.162151754,2.858211756,0.005052057,0.00808854,-3.939607309
SHPK,0.256774325,4.058505009,2.855094004,0.005098575,0.008161321,-3.775312973
RPP38,0.215243664,3.832823512,2.85399259,0.005115102,0.008185226,-3.73314743
ATAD1,0.168384595,5.633674902,2.852710564,0.005134401,0.008213549,-3.945166313
CTBP1,0.165895033,6.952127452,2.852297998,0.005140626,0.008222654,-3.929582199
DVL1,0.279058725,5.948177032,2.851819845,0.005147849,0.008233352,-3.955784722
LOC100134713,0.302847639,-0.590183305,2.85163895,0.005150584,0.008236872,-2.936996034
USP7,0.17881669,6.757825591,2.851171309,0.00515766,0.008247333,-3.941840817
CHRNA1,1.085276611,-0.593046532,2.850416463,0.005169102,0.008263056,-2.939857626
HAUS4,0.285005097,5.67002756,2.84996959,0.005175886,0.008272713,-3.953851021
DNLZ,0.337472609,2.439427049,2.849947862,0.005176216,0.008272713,-3.433015645
CCDC23,0.249390582,3.691291179,2.848917833,0.005191886,0.008296896,-3.716688418
NUDT21,0.166682171,6.58058349,2.848856911,0.005192814,0.008297518,-3.9553909
TULP3,0.216647195,4.652231001,2.848422779,0.005199433,0.008307233,-3.88362379
LFNG,0.514864599,5.119427908,2.848038888,0.005205292,0.008315732,-3.928827254
DLX3,0.953495309,-0.00887973,2.847944326,0.005206736,0.008317176,-3.028107867
MMD,0.477309804,4.639534871,2.847556611,0.005212661,0.008325778,-3.884444663
NSUN4,0.170398106,4.728748763,2.84677981,0.00522455,0.00834131,-3.896649676
FPGS,0.241573409,5.745295522,2.846718211,0.005225494,0.008341952,-3.96501753
MRPL16,0.178494223,4.825945498,2.846310621,0.005231744,0.008350199,-3.907986289
PLB1,0.504874908,1.58481427,2.845906991,0.005237939,0.008359221,-3.279878359
ZNF551,0.296286268,2.317772611,2.845418732,0.005245442,0.008370329,-3.41958319
GPR137,0.210179783,4.332151494,2.844189341,0.005264379,0.008399677,-3.851720311
ME3,0.327629021,3.252453491,2.841185464,0.005310911,0.008470414,-3.638290371
LPIN3,0.328368514,3.818345929,2.840921458,0.005315019,0.008476088,-3.765142298
MET,0.615342396,7.296223452,2.840465836,0.005322115,0.008486526,-3.943482529
EDF1,0.186688955,7.227135674,2.839871267,0.005331387,0.008500433,-3.948722227
MRPL39,0.219476021,3.851995654,2.839829203,0.005332044,0.0085006,-3.77504986
DENND2D,0.250895043,5.071764075,2.839186037,0.005342092,0.008515448,-3.948841532
POC1B,0.285130947,4.360024083,2.839162358,0.005342463,0.008515448,-3.869448395
C11orf82,0.521564908,2.267135601,2.838929332,0.005346108,0.008518688,-3.426420306
SEC61B,0.225353659,5.930994044,2.837871428,0.005362685,0.008543262,-3.992888982
LMBR1L,0.205568752,4.268159837,2.837166034,0.005373764,0.008560028,-3.860340218
BPGM,0.267523921,4.839643482,2.836628582,0.00538222,0.008572611,-3.935233805
SURF2,0.237946114,3.262337684,2.835978901,0.005392457,0.008587302,-3.654472911
MEI1,0.590854366,2.113166142,2.835156357,0.005405445,0.008606044,-3.405307463
LOH12CR1,0.241641208,2.183593936,2.834862569,0.00541009,0.00861255,-3.420205827
GRB10,0.427874776,5.483821929,2.830734695,0.005475749,0.008713475,-3.99749115
ZMYND8,0.273933661,5.51510995,2.829482688,0.005495808,0.008744451,-4.002316296
PRPF6,0.170083645,7.01902061,2.829267277,0.005499265,0.008748186,-3.987823631
ZNF300,0.523025402,1.377840624,2.826119767,0.005550018,0.008826189,-3.29891395
TMUB2,0.149938489,5.350960101,2.825864079,0.005554159,0.008830953,-4.003399479
CDH15,0.798138476,0.073031346,2.824997263,0.005568221,0.008852397,-3.100862035
DCK,0.247183061,4.875945772,2.824076128,0.005583199,0.008875294,-3.972183772
C20orf196,0.359338336,1.880542676,2.82355601,0.005591673,0.008887848,-3.391451197
PRR4,0.726486758,0.244240919,2.818995561,0.005666477,0.009003961,-3.142073295
EYA2,1.016012107,2.118874396,2.818950523,0.005667221,0.009004214,-3.449468549
ME2,0.26336247,5.241342683,2.81652336,0.00570741,0.009065263,-4.021457372
C18orf19,0.226135884,3.806934151,2.816423651,0.005709066,0.00906696,-3.827989185
STK32B,0.730191936,1.044645172,2.814383951,0.00574305,0.009117173,-3.277737804
COMMD1,0.246194947,3.678835425,2.814347257,0.005743663,0.009117207,-3.806128831
ZNF514,0.357950824,3.031333428,2.813119707,0.005764206,0.009148873,-3.662056792
TOR1A,0.164008308,5.459035576,2.812299455,0.00577797,0.009168831,-4.04529323
GDF15,0.703100245,5.071898123,2.811303602,0.005794722,0.00919352,-4.023076642
MXRA8,0.483488204,6.09976411,2.810966058,0.00580041,0.009201597,-4.065896631
FNBP1L,0.267180444,6.355610314,2.808620937,0.005840068,0.00926165,-4.069378797
EFR3A,0.229870888,6.74526881,2.808580202,0.005840759,0.009261793,-4.055954385
ARHGAP12,0.22184667,5.434855788,2.808218367,0.005846901,0.009269624,-4.054872624
TFPI2,1.263649579,3.450866948,2.806536273,0.00587553,0.009314054,-3.775915359
SLC25A1,0.227988233,5.801971075,2.805551924,0.005892343,0.009338784,-4.076203628
TRIM69,0.477349376,-0.590510617,2.805189404,0.005898546,0.009347654,-3.059472636
ZNF707,0.275947442,3.141581169,2.804967891,0.005902339,0.009352703,-3.708924171
BAG4,0.293976243,3.138218481,2.800823919,0.005973711,0.009461907,-3.71908864
YOD1,0.311729975,4.141313439,2.798996351,0.006005437,0.009509226,-3.939931843
RPL19,0.232264016,9.63412491,2.795353664,0.006069133,0.009607122,-3.930899086
ERLEC1,0.213756504,6.787244796,2.794848974,0.006078006,0.009619192,-4.090348996
ACBD7,0.726888744,0.567759419,2.792603841,0.006117623,0.009679903,-3.260622234
ASB16,0.469315611,-0.781194813,2.791203969,0.006142444,0.009714189,-3.070565521
CDC26,0.239691655,2.394828866,2.789790787,0.006167594,0.009749961,-3.583045661
PMS2L2,0.345660593,0.929818757,2.789738858,0.00616852,0.009750425,-3.324528737
NXT1,0.305160773,3.923475395,2.78790862,0.006201236,0.009799124,-3.927345011
NFRKB,0.251669984,4.974742201,2.785998383,0.006235552,0.009848299,-4.081856346
PHB2,0.258183802,7.015971807,2.784564127,0.00626143,0.009887144,-4.106311313
NSUN3,0.19661167,2.480700444,2.784458395,0.006263342,0.009889149,-3.615256541
ZNF354A,0.227518791,3.40574488,2.783628802,0.006278359,0.009910829,-3.825953261
GLRX5,0.189081463,5.060080106,2.781130635,0.006323779,0.009978764,-4.101745112
